id,date,ip_address,sensor_name,current,voltage,active_power,reactive_power
13,2025-01-22 19:21:59,192.168.1.1,Sensor3,32.275,211.635,3802.59,3586.93
14,2025-01-22 19:25:47,192.168.2.2,Sensor1,35.614,317.251,620.958,131.116
15,2025-01-22 19:27:03,192.168.3.3,Sensor1,32.973,170.737,1607.96,670.818
16,2025-01-22 19:28:41,192.168.3.3,Sensor2,17.013,191.329,3595.84,2347.1
17,2025-01-22 19:31:08,192.168.1.1,Sensor2,6.01519,379.952,2139.17,104.112
18,2025-01-22 19:31:10,192.168.3.3,Sensor1,47.0897,409.869,1788.77,153.99
19,2025-01-22 19:31:11,192.168.1.1,Sensor1,14.3689,197.858,6029.07,1336.36
20,2025-01-22 19:38:38,192.168.2.2,Sensor1,10.7621,271.67,2342.2,3354.42
21,2025-01-22 19:38:38,192.168.3.3,Sensor2,48.3876,183.904,29.9876,1302.61
22,2025-01-22 19:38:39,192.168.1.1,Sensor2,28.8402,168.207,3330.33,4224.77
23,2025-01-22 19:38:40,192.168.1.1,Sensor1,47.7903,215.012,4713.37,803.04
24,2025-01-22 19:38:40,192.168.2.2,Sensor3,14.5647,196.261,1694.69,30.2826
25,2025-01-22 19:38:41,192.168.2.2,Sensor1,1.36452,255.074,2252.68,732.523
26,2025-01-22 19:38:42,192.168.3.3,Sensor2,28.0069,411.622,2614.78,33.1592
27,2025-01-22 19:38:42,192.168.1.1,Sensor2,16.7681,44.376,6384.51,1140.31
